dialogue_id,run_id,cell,profile_name,scenario_id,scenario_type,trigger_turn,n_turns,expected_shift,expected_family,confidence,agency_signal,n_misconceptions,zpd_estimate_len,n_hypotheses,n_hyp_validated,n_hyp_tentative,n_hyp_contradicted,mean_hyp_confidence,n_evidence,n_evidence_validated,evidence_recency,n_constraint_violations,action,action_family,strict_shift,shift_window,family_matched,graded_trigger_recognition,graded_strategy_execution,graded_strategy_quality,graded_pedagogical_coherence,graded_mean,grader_judge_model
adaptive-cross_activity_avoidance__r2-1778635053443-ez9wcu,eval-2026-05-12-de6d48ab,cell_124,cell_124_langgraph_adaptive_crosssuite,cross_activity_avoidance__r2,activity_avoidance,2,5,withhold_answer,scaffolding,0.83,collaborative,3,657,0,0,0,0,,0,0,,0,name_the_disagreement,substantive_engagement,0,0,0,5,5,4,4,4.5,codex-cli.default
adaptive-cross_activity_avoidance__r3-1778635800185-ll4uib,eval-2026-05-12-de6d48ab,cell_124,cell_124_langgraph_adaptive_crosssuite,cross_activity_avoidance__r3,activity_avoidance,2,5,withhold_answer,scaffolding,0.79,collaborative,2,723,0,0,0,0,,0,0,,0,withhold_answer,scaffolding,1,1,1,5,5,4,5,4.75,codex-cli.default
adaptive-cross_struggling_overload-1778636455610-x3n52s,eval-2026-05-12-de6d48ab,cell_124,cell_124_langgraph_adaptive_crosssuite,cross_struggling_overload,struggling_overload,1,4,lower_cognitive_load,scaffolding,0.34,collaborative,2,521,0,0,0,0,,0,0,,0,acknowledge_and_redirect,repair_affective,0,0,0,4,4,4,3,3.75,codex-cli.default
adaptive-cross_struggling_overload__r1-1778637136098-bsvp33,eval-2026-05-12-de6d48ab,cell_124,cell_124_langgraph_adaptive_crosssuite,cross_struggling_overload__r1,struggling_overload,1,4,lower_cognitive_load,scaffolding,0.62,questioning,3,504,0,0,0,0,,0,0,,0,lower_cognitive_load,scaffolding,1,1,1,4,4,4,3,3.75,codex-cli.default
adaptive-cross_struggling_overload__r2-1778637758463-o2idm9,eval-2026-05-12-de6d48ab,cell_124,cell_124_langgraph_adaptive_crosssuite,cross_struggling_overload__r2,struggling_overload,1,4,lower_cognitive_load,scaffolding,0.4,collaborative,2,365,0,0,0,0,,0,0,,0,lower_cognitive_load,scaffolding,1,1,1,4,4,4,3,3.75,codex-cli.default
adaptive-cross_struggling_overload__r3-1778638345345-kyhe4v,eval-2026-05-12-de6d48ab,cell_124,cell_124_langgraph_adaptive_crosssuite,cross_struggling_overload__r3,struggling_overload,1,4,lower_cognitive_load,scaffolding,0.41,collaborative,3,395,0,0,0,0,,0,0,,0,lower_cognitive_load,scaffolding,1,1,1,5,5,4,4,4.5,codex-cli.default
adaptive-false_confusion_v1-1778919254121-bp5kfj,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.83,collaborative,1,503,3,0,2,1,0.5333333333333333,10,10,0,1,mirror_and_extend,substantive_engagement,0,0,1,1,1,4,4,2.5,codex-cli.default
adaptive-false_confusion_v1__r1-1778920377247-ipr5q4,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,false_confusion_v1__r1,false_confusion,1,4,scope_test,substantive_engagement,0.82,collaborative,1,390,4,0,2,2,0.4125,10,10,0,0,mirror_and_extend,substantive_engagement,0,0,1,3,2,4,4,3.25,codex-cli.default
adaptive-false_confusion_v1__r2-1778921541741-6aew5f,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,false_confusion_v1__r2,false_confusion,1,4,scope_test,substantive_engagement,0.91,collaborative,1,408,4,0,2,2,0.375,10,10,0,0,name_the_disagreement,substantive_engagement,0,0,1,5,4,5,5,4.75,codex-cli.default
adaptive-false_confusion_v1__r3-1778922761530-5xmnrr,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,false_confusion_v1__r3,false_confusion,1,4,scope_test,substantive_engagement,0.78,collaborative,2,420,4,0,3,2,0.4,14,14,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,4,4,2.75,codex-cli.default
adaptive-polite_false_mastery_v1-1778923710017-n25w03,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,polite_false_mastery_v1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.71,questioning,2,446,3,0,3,0,0.6166666666666667,6,6,0,0,ask_diagnostic_question,diagnostic,1,1,1,5,5,4,4,4.5,codex-cli.default
adaptive-polite_false_mastery_v1__r1-1778924608280-vnhsig,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,polite_false_mastery_v1__r1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.67,questioning,2,393,3,0,2,1,0.4666666666666666,6,6,0,0,scope_test,substantive_engagement,0,0,0,1,1,4,4,2.5,codex-cli.default
adaptive-polite_false_mastery_v1__r2-1778925458551-ovmsrf,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,polite_false_mastery_v1__r2,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.37,questioning,3,669,2,0,2,0,0.575,6,6,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-polite_false_mastery_v1__r3-1778926368429-efec9g,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,polite_false_mastery_v1__r3,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.48,questioning,2,337,2,0,2,0,0.6000000000000001,4,4,0,1,lower_cognitive_load,scaffolding,0,0,0,4,5,4,3,4,codex-cli.default
adaptive-resistance_to_insight_v1-1778927409980-q5ccoa,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,resistance_to_insight_v1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.68,questioning,1,541,3,0,2,1,0.48333333333333334,7,6,0,0,mirror_and_extend,substantive_engagement,0,0,1,4,3,4,4,3.75,codex-cli.default
adaptive-resistance_to_insight_v1__r1-1778928417568-8i346x,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,resistance_to_insight_v1__r1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.84,collaborative,4,542,4,0,3,1,0.4875,7,7,0,0,mirror_and_extend,substantive_engagement,0,0,1,5,4,5,5,4.75,codex-cli.default
adaptive-resistance_to_insight_v1__r2-1778929587770-wcxmal,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,resistance_to_insight_v1__r2,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.88,questioning,1,716,4,0,3,1,0.5,7,7,0,0,name_the_disagreement,substantive_engagement,1,1,1,4,3,4,4,3.75,codex-cli.default
adaptive-resistance_to_insight_v1__r3-1778930549325-qs08zs,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,resistance_to_insight_v1__r3,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.78,questioning,2,526,3,0,2,1,0.48333333333333334,8,8,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,3,3,2.25,codex-cli.default
adaptive-answer_seeking_to_productive_struggle_v1-1778931827547-8lzlzy,eval-2026-05-16-3be510e0,cell_126,cell_126_state_policy_evidence_bound,answer_seeking_to_productive_struggle_v1,answer_seeking_to_productive_struggle,2,5,withhold_answer,scaffolding,0.74,collaborative,3,534,4,0,4,0,0.6875000000000001,11,11,0,0,withhold_answer,scaffolding,1,1,1,4,5,5,4,4.5,codex-cli.default
adaptive-false_confusion_v1-1778946443012-x84pq0,eval-2026-05-16-d568e315,cell_126,cell_126_state_policy_evidence_bound,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.78,questioning,3,445,3,0,2,2,0.43333333333333335,10,10,0,1,mirror_and_extend,substantive_engagement,0,0,1,5,3,4,5,4.25,codex-cli.default
adaptive-false_confusion_v1__r1-1778947577450-uq33kx,eval-2026-05-16-d568e315,cell_126,cell_126_state_policy_evidence_bound,false_confusion_v1__r1,false_confusion,1,4,scope_test,substantive_engagement,0.76,questioning,2,640,3,0,2,1,0.5166666666666666,11,11,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,4,4,2.75,codex-cli.default
adaptive-false_confusion_v1__r2-1778948555017-mc05yu,eval-2026-05-16-d568e315,cell_126,cell_126_state_policy_evidence_bound,false_confusion_v1__r2,false_confusion,1,4,scope_test,substantive_engagement,0.67,questioning,2,290,4,0,4,0,0.645,9,9,0,0,mirror_and_extend,substantive_engagement,0,0,1,4,4,4,5,4.25,codex-cli.default
adaptive-polite_false_mastery_v1-1778949629792-r02rm6,eval-2026-05-16-d568e315,cell_126,cell_126_state_policy_evidence_bound,polite_false_mastery_v1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.52,questioning,3,293,3,0,3,0,0.5333333333333333,5,5,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,3,4,codex-cli.default
adaptive-polite_false_mastery_v1__r1-1778950548086-dvfc2l,eval-2026-05-16-d568e315,cell_126,cell_126_state_policy_evidence_bound,polite_false_mastery_v1__r1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.62,questioning,2,506,3,0,2,1,0.43333333333333335,7,7,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,5,4,4.5,codex-cli.default
adaptive-polite_false_mastery_v1__r2-1778951426644-ayv8dj,eval-2026-05-16-d568e315,cell_126,cell_126_state_policy_evidence_bound,polite_false_mastery_v1__r2,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.51,questioning,3,497,3,0,3,0,0.6333333333333333,8,8,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-resistance_to_insight_v1-1778952497395-mulrj9,eval-2026-05-16-d568e315,cell_126,cell_126_state_policy_evidence_bound,resistance_to_insight_v1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.73,questioning,1,484,3,0,2,1,0.47333333333333333,7,7,0,0,pose_counterexample,substantive_engagement,1,1,1,4,4,4,3,3.75,codex-cli.default
adaptive-resistance_to_insight_v1__r1-1778953481017-mdy6d7,eval-2026-05-16-d568e315,cell_126,cell_126_state_policy_evidence_bound,resistance_to_insight_v1__r1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.72,questioning,3,329,3,0,2,1,0.4666666666666666,7,7,0,0,mirror_and_extend,substantive_engagement,0,0,1,4,3,3,3,3.25,codex-cli.default
adaptive-resistance_to_insight_v1__r2-1778954545804-6vvoy0,eval-2026-05-16-d568e315,cell_126,cell_126_state_policy_evidence_bound,resistance_to_insight_v1__r2,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.81,questioning,1,634,3,0,2,1,0.4666666666666666,7,7,0,0,scope_test,substantive_engagement,1,1,1,4,4,5,4,4.25,codex-cli.default
adaptive-false_confusion_v1-1778962012279-qrqkle,eval-2026-05-16-7618e763,cell_126,cell_126_state_policy_evidence_bound,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.81,questioning,1,330,3,0,1,2,0.39999999999999997,10,10,0,0,name_the_disagreement,substantive_engagement,0,0,1,5,3,5,5,4.5,codex-cli.default
adaptive-false_confusion_v1__r1-1778963112782-u94qqp,eval-2026-05-16-7618e763,cell_126,cell_126_state_policy_evidence_bound,false_confusion_v1__r1,false_confusion,1,4,scope_test,substantive_engagement,0.88,collaborative,2,408,3,0,2,1,0.5499999999999999,10,10,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,4,4,2.75,codex-cli.default
adaptive-false_confusion_v1-1778965179588-iyp03u,eval-2026-05-16-20df7c6d,cell_126,cell_126_state_policy_evidence_bound,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.83,questioning,2,473,5,0,3,2,0.48999999999999994,10,10,0,1,scope_test,substantive_engagement,1,1,1,5,5,5,5,5,codex-cli.default
adaptive-polite_false_mastery_v1-1778966040055-iodc3s,eval-2026-05-16-20df7c6d,cell_126,cell_126_state_policy_evidence_bound,polite_false_mastery_v1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.65,compliant,3,427,1,0,1,0,0.5,2,2,1,0,pose_counterexample,substantive_engagement,0,0,0,4,4,4,3,3.75,codex-cli.default
adaptive-resistance_to_insight_v1-1778967143490-4lim61,eval-2026-05-16-20df7c6d,cell_126,cell_126_state_policy_evidence_bound,resistance_to_insight_v1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.81,collaborative,2,446,3,0,2,1,0.5066666666666667,8,8,0,1,mirror_and_extend,substantive_engagement,0,0,1,4,3,4,4,3.75,codex-cli.default
adaptive-answer_seeking_to_productive_struggle_v1-1778968375081-egu9og,eval-2026-05-16-20df7c6d,cell_126,cell_126_state_policy_evidence_bound,answer_seeking_to_productive_struggle_v1,answer_seeking_to_productive_struggle,2,5,withhold_answer,scaffolding,0.65,collaborative,2,567,3,0,2,2,0.3833333333333333,11,11,0,0,withhold_answer,scaffolding,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-metaphor_boundary_case_v1-1778969837591-j24kok,eval-2026-05-16-20df7c6d,cell_126,cell_126_state_policy_evidence_bound,metaphor_boundary_case_v1,metaphor_boundary_case,2,5,name_the_disagreement,substantive_engagement,0.62,collaborative,2,1073,5,0,5,0,0.62,15,15,0,0,pose_counterexample,substantive_engagement,0,0,1,4,2,4,4,3.5,codex-cli.default
adaptive-affective_shutdown_v1-1778971206140-x7e2qw,eval-2026-05-16-20df7c6d,cell_126,cell_126_state_policy_evidence_bound,affective_shutdown_v1,affective_shutdown,2,5,acknowledge_and_redirect,repair_affective,0.52,questioning,4,533,2,0,2,0,0.725,9,9,0,2,acknowledge_and_redirect,repair_affective,1,1,1,4,4,4,4,4,codex-cli.default
adaptive-false_confusion_v1-1778973302318-rzrfp9,eval-2026-05-16-65dc376a,cell_126,cell_126_state_policy_evidence_bound,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.91,collaborative,1,405,3,0,2,1,0.5333333333333333,11,11,0,0,mirror_and_extend,substantive_engagement,0,0,1,4,2,4,4,3.5,codex-cli.default
adaptive-polite_false_mastery_v1-1778974244747-xmxtod,eval-2026-05-16-65dc376a,cell_126,cell_126_state_policy_evidence_bound,polite_false_mastery_v1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.52,questioning,3,443,4,0,3,1,0.525,8,8,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-resistance_to_insight_v1-1778975274473-qmypnt,eval-2026-05-16-65dc376a,cell_126,cell_126_state_policy_evidence_bound,resistance_to_insight_v1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.84,collaborative,1,509,3,0,2,1,0.45,5,5,0,0,name_the_disagreement,substantive_engagement,1,1,1,5,4,5,5,4.75,codex-cli.default
adaptive-false_confusion_v1-1778919201197-mpiqsy,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.82,questioning,2,553,3,1,0,2,0.3833333333333333,10,10,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,4,4,2.75,codex-cli.default
adaptive-false_confusion_v1__r1-1778920416363-dlw6oh,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,false_confusion_v1__r1,false_confusion,1,4,scope_test,substantive_engagement,0.87,questioning,2,402,4,1,1,2,0.4375,12,12,0,0,name_the_disagreement,substantive_engagement,0,0,1,2,1,4,3,2.5,codex-cli.default
adaptive-false_confusion_v1__r2-1778921825293-kg74du,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,false_confusion_v1__r2,false_confusion,1,4,scope_test,substantive_engagement,0.78,collaborative,2,516,5,2,3,1,0.61,9,9,0,0,name_the_disagreement,substantive_engagement,0,0,1,3,2,4,4,3.25,codex-cli.default
adaptive-false_confusion_v1__r3-1778923142761-b9dyoy,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,false_confusion_v1__r3,false_confusion,1,4,scope_test,substantive_engagement,0.8,collaborative,2,425,3,1,2,1,0.6566666666666667,11,11,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,4,4,2.75,codex-cli.default
adaptive-polite_false_mastery_v1-1778924042344-dfgn7p,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,polite_false_mastery_v1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.4,questioning,3,321,2,1,1,0,0.6,6,6,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,5,4,4.5,codex-cli.default
adaptive-polite_false_mastery_v1__r1-1778925027932-njke8r,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,polite_false_mastery_v1__r1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.58,questioning,2,329,3,1,1,1,0.55,7,7,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-polite_false_mastery_v1__r2-1778926028948-ser2fa,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,polite_false_mastery_v1__r2,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.61,collaborative,3,405,3,1,1,1,0.5333333333333333,6,6,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,5,4,4.5,codex-cli.default
adaptive-polite_false_mastery_v1__r3-1778927082998-an8fex,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,polite_false_mastery_v1__r3,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.34,compliant,3,347,3,1,2,0,0.5833333333333334,6,6,0,0,scope_test,substantive_engagement,0,0,0,3,4,4,4,3.75,codex-cli.default
adaptive-resistance_to_insight_v1-1778928154407-nhiojr,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,resistance_to_insight_v1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.81,collaborative,1,327,3,1,1,1,0.4166666666666667,6,6,0,0,name_the_disagreement,substantive_engagement,1,1,1,4,4,4,4,4,codex-cli.default
adaptive-resistance_to_insight_v1__r1-1778929449690-sb8cvb,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,resistance_to_insight_v1__r1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.82,collaborative,4,414,4,0,3,1,0.44999999999999996,6,6,0,0,name_the_disagreement,substantive_engagement,1,1,1,5,4,5,4,4.5,codex-cli.default
adaptive-resistance_to_insight_v1__r2-1778930669913-tu4ofj,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,resistance_to_insight_v1__r2,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.78,questioning,2,304,3,2,0,1,0.5166666666666666,7,7,0,0,name_the_disagreement,substantive_engagement,1,1,1,4,3,4,4,3.75,codex-cli.default
adaptive-resistance_to_insight_v1__r3-1778931774728-vca5le,eval-2026-05-16-d65a0e9a,cell_127,cell_127_state_policy_evidence_bound_validated,resistance_to_insight_v1__r3,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.74,collaborative,1,650,3,1,1,1,0.5,7,7,0,0,scope_test,substantive_engagement,1,1,1,4,3,4,4,3.75,codex-cli.default
adaptive-polite_false_mastery_v1__r1-1778956330990-4q2a8e,eval-2026-05-16-3b7e7640,cell_127,cell_127_state_policy_evidence_bound_validated,polite_false_mastery_v1__r1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.74,questioning,2,405,3,1,2,1,0.5166666666666667,6,6,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-polite_false_mastery_v1__r2-1778957420861-a0xpez,eval-2026-05-16-3b7e7640,cell_127,cell_127_state_policy_evidence_bound_validated,polite_false_mastery_v1__r2,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.63,questioning,2,544,3,1,2,0,0.6,6,6,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-resistance_to_insight_v1-1778958524612-dy4wsi,eval-2026-05-16-3b7e7640,cell_127,cell_127_state_policy_evidence_bound_validated,resistance_to_insight_v1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.68,collaborative,1,568,3,1,1,1,0.49,8,8,0,0,mirror_and_extend,substantive_engagement,0,0,1,5,3,4,4,4,codex-cli.default
adaptive-resistance_to_insight_v1__r1-1778959502658-tv2d1h,eval-2026-05-16-3b7e7640,cell_127,cell_127_state_policy_evidence_bound_validated,resistance_to_insight_v1__r1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.78,collaborative,3,598,3,1,2,0,0.6333333333333333,7,7,0,0,mirror_and_extend,substantive_engagement,0,0,1,4,3,4,4,3.75,codex-cli.default
adaptive-resistance_to_insight_v1__r2-1778960515067-jvhvb1,eval-2026-05-16-3b7e7640,cell_127,cell_127_state_policy_evidence_bound_validated,resistance_to_insight_v1__r2,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.78,questioning,2,329,4,0,3,1,0.5,6,6,0,0,pose_counterexample,substantive_engagement,1,1,1,4,4,4,4,4,codex-cli.default
adaptive-false_confusion_v1-1778973472261-gnz1lv,eval-2026-05-16-c1da04e7,cell_127,cell_127_state_policy_evidence_bound_validated,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.81,collaborative,2,446,3,2,0,1,0.5666666666666667,11,11,0,0,mirror_and_extend,substantive_engagement,0,0,1,3,2,4,4,3.25,codex-cli.default
adaptive-false_confusion_v1__r1-1778974698106-hsdz3e,eval-2026-05-16-c1da04e7,cell_127,cell_127_state_policy_evidence_bound_validated,false_confusion_v1__r1,false_confusion,1,4,scope_test,substantive_engagement,0.81,collaborative,2,629,3,2,0,1,0.5833333333333334,12,12,0,0,mirror_and_extend,substantive_engagement,0,0,1,4,3,4,4,3.75,codex-cli.default
adaptive-false_confusion_v1__r2-1778975926797-zl69py,eval-2026-05-16-c1da04e7,cell_127,cell_127_state_policy_evidence_bound_validated,false_confusion_v1__r2,false_confusion,1,4,scope_test,substantive_engagement,0.71,questioning,2,423,6,1,3,3,0.4749999999999999,10,10,0,0,scope_test,substantive_engagement,1,1,1,4,5,5,5,4.75,codex-cli.default
adaptive-polite_false_mastery_v1-1778976895123-wo75ke,eval-2026-05-16-c1da04e7,cell_127,cell_127_state_policy_evidence_bound_validated,polite_false_mastery_v1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.62,collaborative,3,417,3,1,1,1,0.5333333333333333,7,7,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-polite_false_mastery_v1__r1-1778977802977-pd2tlj,eval-2026-05-16-c1da04e7,cell_127,cell_127_state_policy_evidence_bound_validated,polite_false_mastery_v1__r1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.7,collaborative,3,369,3,1,2,0,0.6333333333333333,7,7,0,0,ask_diagnostic_question,diagnostic,1,1,1,3,4,4,4,3.75,codex-cli.default
adaptive-polite_false_mastery_v1__r2-1778978923144-bxjzhz,eval-2026-05-16-c1da04e7,cell_127,cell_127_state_policy_evidence_bound_validated,polite_false_mastery_v1__r2,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.54,questioning,2,434,2,1,1,0,0.65,5,5,0,1,provide_hint,scaffolding,0,0,0,4,4,4,4,4,codex-cli.default
adaptive-resistance_to_insight_v1-1778980014659-1d2pbe,eval-2026-05-16-c1da04e7,cell_127,cell_127_state_policy_evidence_bound_validated,resistance_to_insight_v1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.84,collaborative,3,646,3,2,0,1,0.5,9,9,0,0,mirror_and_extend,substantive_engagement,0,0,1,4,3,4,4,3.75,codex-cli.default
adaptive-resistance_to_insight_v1__r1-1778981024074-2ps9so,eval-2026-05-16-c1da04e7,cell_127,cell_127_state_policy_evidence_bound_validated,resistance_to_insight_v1__r1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.65,collaborative,2,459,3,1,1,1,0.45,6,6,0,0,mirror_and_extend,substantive_engagement,0,0,1,4,3,4,4,3.75,codex-cli.default
adaptive-resistance_to_insight_v1__r2-1778982187634-464z9m,eval-2026-05-16-c1da04e7,cell_127,cell_127_state_policy_evidence_bound_validated,resistance_to_insight_v1__r2,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.78,questioning,1,321,4,1,2,1,0.525,8,8,0,0,mirror_and_extend,substantive_engagement,0,0,1,4,3,4,4,3.75,codex-cli.default
adaptive-false_confusion_v1-1778996988675-gypiqf,eval-2026-05-17-a4a74b0b,cell_127,cell_127_state_policy_evidence_bound_validated,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.83,collaborative,1,487,3,1,1,1,0.5,9,9,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,4,4,2.75,codex-cli.default
adaptive-polite_false_mastery_v1-1778998184457-r387ha,eval-2026-05-17-a4a74b0b,cell_127,cell_127_state_policy_evidence_bound_validated,polite_false_mastery_v1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.47,questioning,2,348,3,2,1,0,0.65,7,7,0,1,ask_diagnostic_question,diagnostic,1,1,1,4,4,4,4,4,codex-cli.default
adaptive-resistance_to_insight_v1-1778999167764-cklx60,eval-2026-05-17-a4a74b0b,cell_127,cell_127_state_policy_evidence_bound_validated,resistance_to_insight_v1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.78,collaborative,2,488,3,2,0,1,0.48333333333333334,8,8,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,2,3,3,2.5,codex-cli.default
adaptive-answer_seeking_to_productive_struggle_v1-1779000454275-wp4nqc,eval-2026-05-17-a4a74b0b,cell_127,cell_127_state_policy_evidence_bound_validated,answer_seeking_to_productive_struggle_v1,answer_seeking_to_productive_struggle,2,5,withhold_answer,scaffolding,0.65,collaborative,3,471,3,2,0,1,0.54,14,14,0,0,withhold_answer,scaffolding,1,1,1,5,4,4,4,4.25,codex-cli.default
adaptive-metaphor_boundary_case_v1-1779002034591-hsz5am,eval-2026-05-17-a4a74b0b,cell_127,cell_127_state_policy_evidence_bound_validated,metaphor_boundary_case_v1,metaphor_boundary_case,2,5,name_the_disagreement,substantive_engagement,0.68,collaborative,0,934,3,1,1,1,0.5166666666666666,16,16,0,0,name_the_disagreement,substantive_engagement,1,1,1,5,5,5,4,4.75,codex-cli.default
adaptive-affective_shutdown_v1-1779003361191-haa16r,eval-2026-05-17-a4a74b0b,cell_127,cell_127_state_policy_evidence_bound_validated,affective_shutdown_v1,affective_shutdown,2,5,acknowledge_and_redirect,repair_affective,0.42,compliant,3,401,3,1,2,0,0.6333333333333333,8,8,0,1,acknowledge_and_redirect,repair_affective,1,1,1,5,5,4,5,4.75,codex-cli.default
